Name	Rank	Superkingdom	Kingdom	Phylum	Class	Order	Family	Genus	Species	Intensity 10_18	Intensity 10_9	Intensity 11_18	Intensity 11_9	Intensity 12_18	Intensity 12_9	Intensity 13_18	Intensity 13_9	Intensity 14_18	Intensity 14_9	Intensity 15_18	Intensity 15_9	Intensity 16_18	Intensity 16_9	Intensity 17_18	Intensity 17_9	Intensity 18_18	Intensity 18_9	Intensity 9_18	Intensity 9_9
UBA7173	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173		0.0	0.0	7171400.0	0.0	1.82248E7	0.0	2.11787E7	0.0	7432600.0	0.0	3.38737E7	0.0	1.71307E7	0.0	4510500.0	0.0	3.4305E7	0.0	1.91124E7	0.0
Ruminococcus	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus		7.121844880952382E7	1.142789E8	1.3028000007936507E8	1.91075E7	6.316674E7	4400270.0	5.709478031746031E7	7.81196E7	5.116950077380952E7	4.06897E7	7.570514740079364E7	1.35215E8	4.976093928571428E7	1.208057E8	1.1471472440476191E8	1.44051E8	8.904044E7	1.0463014E8	7.247361232142857E7	1.7144727E8
UMGS1889	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1889		3.2421949166666668E7	0.0	3.0731772222222224E7	3647600.0	1.9021E7	402700.0	3.7207092222222224E7	0.0	2.3022866666666664E7	0.0	5218049.222222222	3271610.0	1.28671E7	0.0	8843033.333333332	0.0	1.16893E7	0.0	4.06281675E7	0.0
Sporofaciens	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sporofaciens		1.026549641025641E7	848533.3333333334	3.2677066153846152E7	1.54079E7	6.130604615384615E7	2392050.0	1.68895E7	0.0	1.8683719230769232E7	0.0	2032300.0	0.0	1.3549133846153846E7	1291266.6666666667	4659666.666666666	3880400.0	1.02726E7	0.0	3.042562564102564E7	0.0
Phascolarctobacterium	Genus	Bacteria		Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium		2.1750840285714287E8	5.38995E7	7.596550714285715E8	4.137927E8	4.65296E7	3.647294E7	2.694838E8	1.76157E7	5.48507173E8	5.34566E7	1.9965052857142857E8	2.119952E7	1.49196247E8	1.6753E7	2.6813799285714287E8	1.44064E7	6.6233548571428575E7	7916800.0	2.198686057142857E8	8698500.0
Faecalibacterium	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		1.5812301969120882E10	3.0633249170000005E9	8.431557077725274E9	3.0541468400000005E9	8.747268293E9	2.45708554E9	8.3744686894139185E9	8.191910373333333E9	7.764607250712455E9	1.3752869138E10	9.324733347260075E9	2.502366506E9	1.79667883702033E10	3.356336566666667E9	1.0239200323663004E10	1.096293606E10	1.2242365955102564E10	1.8808518859999998E9	1.1145001037534801E10	5.584921674000001E9
Clostridium	Genus	Bacteria		Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium		2.0791520616666665E9	4.65727136E9	5.23196134E9	4.87014275E10	3.75795859E9	5.041277295E9	4.05705214E9	4.2708614E9	7.07061674E9	3.14870659E9	5.12482584E9	3.493849065E9	3.93252581E9	2.144605235E9	2.000728503333333E9	8.6487101E9	3.253779695E9	2.065967522E9	2.73117434E9	1.631852335E9
CAG-791	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791		2.5018230476190474E7	5.525266944444445E7	1.0845343476190475E8	4.508769285714286E7	1.7746365714285713E7	4439900.0	1.6454108412698414E7	2.9561497222222224E7	1.6249610746031746E8	2.212301E7	2.911237007936508E7	3362904.4444444445	2.3262306666666668E7	2.810419857142857E7	4.6496862222222224E7	1.1635780555555556E7	1.9511867301587302E7	1.06239E7	2.4798147142857146E7	1.6946975E7
Clostridium_AP	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_AP		1.2287216201515152E8	4.663763386363637E7	2.36555729004329E8	8491800.0	5.240330409090909E7	1.7406320714285716E7	2.859014747619048E8	2.7235E7	1.0389528896103895E8	7903080.0	1.6294330864718616E8	6.428904892857143E7	8.254146904761904E7	8029445.714285715	6.314174642857143E7	6381362.5	6.119011214285714E7	9686021.42857143	2.6103439757575756E8	4904423.80952381
Clostridium_AQ	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium_AQ		7705826.666666666	0.0	7388899.999999999	0.0	296476.6666666667	0.0	6244699.999999999	0.0	9892566.666666666	0.0	2266966.666666667	0.0	6335333.333333333	466000.0	2580866.6666666665	0.0	1.426E7	2005366.6666666667	7569166.666666667	0.0
Lawsonia	Genus	Bacteria		Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia		2.13407E8	6550300.0	2.33558E7	2.4082E7	7820200.0	2.11348E7	1.826341E8	3.6593E7	0.0	2.3361E7	1.7071E7	1.15921E7	2855400.0	1372500.0	1836200.0	6703700.0	8365500.0	0.0	5651500.0	2.11628E7
Catenibacterium	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	Catenibacterium		409266.6666666667	0.0	0.0	0.0	1110560.0	0.0	4.0251833333333336E7	0.0	5427200.0	0.0	1.3812133333333334E7	1531100.0	2365366.6666666665	7.2307E8	5789580.0	4037700.0	3.478408E7	4562530.0	622100.0	7.9379E8
Limosilactobacillus	Genus	Bacteria		Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus		2.0242119861333332E9	2.9486550994444447E9	2.4288565466666665E9	5.689748995E9	2.844295098666667E9	6.75150815E9	3.179976646555556E9	9.918813007222221E9	3.242592638222222E9	6.6193618E9	3.056635010222222E9	5.841766374444445E9	2.057042491666667E9	6.02192452E9	2.4951592272222223E9	2.3059933205555553E9	2.539215086444444E9	1.536896029E10	2.774106858666667E9	5.26849432E9
W2P13-069	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	QAMH01	W2P13-069		3.7929151E8	4.1995E7	1.15408E8	3758180.0	7.14084E7	2095540.0	2.2654414E8	6409100.0	5.11303E7	0.0	7.459E7	3753060.0	9.2912E7	8187900.0	6.46967E7	0.0	4.64662E7	4222800.0	1.0374173E8	0.0
Sharpea	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Coprobacillaceae	Sharpea		1.4063245833333334E8	1.4120725194444444E9	8.220143583333333E7	6639675.0	2.15144425E8	1.971893055E9	3.1667173472222224E7	8.783249722222222E7	5.819375513888889E7	1.23120579E10	2.796876059722222E8	1.1629732994444444E9	1.7802936416666666E8	9951725.0	5.8763112222222224E7	1.8401980555555556E7	2.3267915694444444E7	1.4716525E7	2.845975195833333E8	4.31925875E7
Psychrobacter	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6704800.0	2402400.0	0.0	0.0	0.0	0.0
Intestinibacter	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter		2.825888357142857E7	4.352255E7	1.996005214285714E7	1.037287E8	3.0963785E7	7964975.0	3.499585285714286E7	5.30393E7	3.7647365E7	2.02251E7	1.935133E7	6658125.0	2.77046E7	2.147655E7	3.453866928571428E7	4.2264E7	2.6786165E7	8167850.0	4.581779714285714E7	1.54772E7
UBA4372	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA4372		5.214621625E8	4.931977E8	7.27890315E8	2.563296E8	3.601286216666667E8	3.6181914E8	1.1481567241666665E9	2.4292935E9	4.70306005E8	8.8232658E8	5.078210483333334E8	3.7571002E8	5.597301E8	7.8678499E8	4.861736958333333E8	1.9501933333333332E7	4.8265491E8	1.527055E8	4.582034325E8	6.732958E8
Desulfovibrio	Genus	Bacteria		Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio		1.1092291E8	2.4241421E9	1.7275654E9	7.4682201E8	4.849948E8	7.0488148E8	1.1283412E9	9.03573E8	3.2244604E8	7.2007584E8	5.7505075E8	1.4564144E9	6.60259E7	1.2892956E9	3.941706E8	9.414924E8	2.5866E8	2.4502259E8	2.8507743E8	1.09351875E9
RGIG250	Genus	Bacteria		Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	RGIG250		6.1611041666666664E7	1.0598057E9	1.0226203333333334E8	4530175.0	2.16387E7	4702300.0	7.84045E7	1.06248E8	2.966328E7	1725200.0	1.1833903333333333E8	989025.0	6.6019408333333336E7	1.8074025E7	1.0906813333333334E8	2.910775E7	2.21761E7	4834225.0	3.0729E7	4.187593E7
CAG-1024	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-138	CAG-1024		2.9669543333333336E7	3208069.4444444445	2627898.3333333335	8425500.0	352765.0	0.0	3152305.5555555555	1295447.2222222222	1.8794035555555552E7	577550.0	1763158.888888889	384724.44444444444	2218816.666666667	0.0	2103738.888888889	1689080.5555555555	407474.44444444444	0.0	5090635.0	0.0
Anaerosphaera	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerosphaera		3.768394E7	1.0042316E8	7.20135E7	1.269E8	5.42981E7	1.0811E8	5.12857E7	5.353062E8	3.54034E7	2.1286E8	5.086268E7	5.989E7	5.636422E7	1.248729E8	3.23096E7	0.0	5.653796E7	9.8446524E7	5.29823E7	1.4307286E8
Agathobacter	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter		2.602249373617329E10	1.5590153675888885E10	2.9680312375032967E10	2.2032378080095238E10	1.0980043532391941E10	1.5340920670333334E10	4.1080246738400955E10	5.837234605492063E10	3.45601086619099E10	2.3050108271666664E10	2.3844960916571735E10	5.675753509222223E9	2.3781567163424484E10	1.2481911756642855E10	1.830895656073702E10	1.920106111277778E10	2.0939752549665443E10	8.034821821428572E9	1.840531943344036E10	1.4812273859833334E10
UBA1417	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1417		0.0	2.0056E7	1.024725E7	2882700.0	329770.0	0.0	8184950.0	0.0	3753650.0	0.0	2.365595E7	0.0	0.0	3295800.0	2073000.0	3659300.0	8890000.0	0.0	584950.0	0.0
Acetatifactor	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor		1.3778872317375886E8	1.1877580277777778E8	7.863111666666667E7	2.6183550333333334E8	3.2580226666666668E7	9872400.0	8.014492899527188E7	2.7752897222222224E7	9.203409165484631E7	3.416649E7	9.82306838888889E7	1.0821144444444444E7	6.957697615248227E7	2.16941E7	4.845254628250591E7	5.077254722222222E7	5.581885444444445E7	6.3344066666666664E7	1.0540373872340426E8	2.97463875E7
Gemella	Genus	Bacteria		Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella		434333.3333333333	115969.44444444444	915083.3333333334	0.0	207400.0	0.0	8462772.222222222	87897.22222222222	844388.8888888889	0.0	1.2604972222222222E7	37744.444444444445	1.3846836666666666E7	0.0	6312272.222222222	57780.555555555555	336944.44444444444	0.0	3188333.3333333335	0.0
Egerieicola	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Egerieicola		3.819126E7	3.246343E8	1.999021E8	2.89271E7	4.633116E7	4.970425E7	9.848425E7	4.026555E8	1.8069215E8	1.6737E8	1.656608E8	1.0818756E8	3.84311E7	2.050943E8	3.67861E7	4.7125E8	6.97898E7	2.203967E8	1.957758E8	1.08767E8
Pseudomonas_C	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_C		3.50929E7	2158010.0	4.6058133333333336E7	402860.0	1.8303377E7	1321090.0	5.796066666666667E7	4194000.0	2.6816396666666668E7	451700.0	1.318219E8	1840390.0	3.6346143333333336E7	6.5961199E8	2.8427533333333332E7	0.0	2799440.0	3170800.0	3.0676E7	91957.0
Hornefia	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia		8033600.0	5677000.0	8640000.0	4829700.0	4405900.0	4854900.0	9821200.0	2.3017E7	9696800.0	1.51408E7	1.13298E7	7499900.0	3953900.0	1.95449E7	1.35698E7	1.0761E7	2285800.0	8900900.0	1.18551E7	1.3905E7
Coprenecus	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus		2.71536E7	0.0	2324000.0	0.0	217190.0	0.0	7126500.0	0.0	0.0	0.0	1956700.0	0.0	0.0	121300.0	1100500.0	0.0	0.0	287940.0	0.0	0.0
CAG-303	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303		5899000.0	6926969.444444444	1.0817416666666668E7	8585333.333333334	3083633.3333333335	1.3360333333333334E7	1.1624105555555556E7	4.9557897222222224E7	5897722.222222222	1.5151333333333334E7	1.5628905555555556E7	1664044.4444444445	5953000.0	1.3628333333333334E7	9476605.555555556	57780.555555555555	1.305661111111111E7	0.0	1.0241E7	9667666.666666666
SIG351	Genus	Bacteria		Firmicutes_A	Clostridia	HGM11327	HGM11327	SIG351		1.0336097916666666E7	115969.44444444444	8518900.0	0.0	2288081.25	0.0	3196793.0555555555	87897.22222222222	6.78132913888889E7	1211633.3333333333	2.795305763888889E7	37744.444444444445	2557204.1666666665	0.0	6836553.472222222	57780.555555555555	6443190.694444444	3271300.0	9511725.0	3.771E7
CAG-302	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	CAG-302		2.4416E7	1109500.0	0.0	0.0	0.0	6.6097E7	2.8172E7	4.5361E8	1.7796E7	1.3746E8	2.9978E7	3.8945E7	2.8809E7	9.5111E7	0.0	2.0194E8	0.0	0.0	0.0	1.3464E8
CAG-1031	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031		1.08995E7	0.0	3.722631E7	1977900.0	9392100.0	1058600.0	7980000.0	0.0	1101450.0	2145800.0	1.907505E7	1925900.0	5701020.0	0.0	1.979713E7	0.0	1.5376E7	0.0	9605000.0	0.0
Alloprevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella		8.516095980111112E9	5.022085681904762E9	9.198130922222223E9	1.3446507275555557E10	3.0207508913888893E9	2.7582083844444447E9	6.717934657861112E9	5.957856299999999E9	6.167914244539683E9	2.9885271E9	9.125440921904762E9	7.621825411E9	5.924605245777779E9	4.450605337555555E9	1.2813791128809525E10	6.72906122E9	6.456357068869047E9	2.309385711E9	5.809340188396826E9	2.87187332E9
Bariatricus	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus		1.456891716530902E9	7.453863283333333E8	1.359884876190476E9	1.2390307354761906E9	1.9887838873809524E9	3.0481279071428573E8	1.9618255598682876E9	5.24568045E8	1.7249232249088147E9	2.806169533333333E8	1.1988996504761903E9	5.40113675E8	9.283816276048632E8	5.820173566666666E8	8.59252490607903E8	4.054787666666667E8	6.338460726190475E8	1.381966166666667E8	2.0806173849138803E9	5.7675042E8
UBA6857	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA6857		1.8310845576923076E7	2564400.0	1.9972244615384614E8	2404500.0	3372846.153846154	0.0	5320300.0	7075800.0	2.4682491923076922E8	1.51617E7	1.84159E7	0.0	3.570375384615385E7	1602400.0	4.0248E7	0.0	2.7729E7	0.0	7.99323098076923E7	0.0
Collinsella	Genus	Bacteria		Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella		9.078942E7	1.006313E7	3.700151E7	1.397448E7	1.0366839E8	4104890.0	3.761618E7	3.98038E7	5.785543E7	2.834911E7	3.016477E7	8153390.0	1.6234987E8	6455529.0	1.3588743E8	0.0	7.162436E7	5610930.0	7.473784E7	6735300.0
RUG13091	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-826	RUG13091		1.450775E7	4.2997E8	2.94445E7	9690200.0	3.244425E7	0.0	3.18735E7	0.0	1.64311E7	2.0803E7	7.587E7	1.3594E7	2.81696E7	1.2013E8	2.88054E7	0.0	3.654265E7	1.3466E7	2.45287E7	1.6103E7
HGM20899	Genus	Bacteria		Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	HGM20899		3.51484E7	5.039606E7	3.113260333333333E8	6.847557E7	1.93124E7	2.17264E7	3.7054236E8	7.6363E7	1.606413E8	5.9972925E7	9.398972E8	2.39774E7	2.914472E8	4.58127E7	1.486009766666667E8	2.706114E8	4.66623E7	2.24246E7	5.05056E7	1.99436E7
Muricomes	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes		1.732275841975684E8	7068444.0	8.952607885714287E7	3633391.1428571427	7.333910571428572E7	1178775.7142857143	1.1031163953495441E8	1.07323E7	1.027570429088146E8	1708950.0	6.624591814285714E7	606534.0	6.184304660486322E7	1355550.0	4.5583156607902735E7	3577890.0	3.0035954285714287E7	119250.0	1.3229129058054712E8	128704.0
Prevotella	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella		1.6808913783019876E11	7.828605412476192E10	1.7206657997804105E11	6.924961247444444E10	2.200756909460757E11	3.038223967555555E10	1.768254854089091E11	1.9659420256E11	1.5880159764330832E11	8.1752025219E10	1.9181512627236075E11	4.5668594458999985E10	1.9904408121290405E11	5.220965960396826E10	1.6775267170996036E11	8.291580812666666E10	1.9910255888189682E11	2.6317666920000004E10	1.6340844916544507E11	5.242362047300001E10
Faecalitalea	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea		4.353396555555555E7	2.2729344444444445E8	1.323788188888889E8	2.6571077777777776E7	2.7182921111111112E7	8.31201888888889E7	6.970574888888888E7	4.726314777777778E8	3.386739888888889E7	3.140853555555556E8	1.6269380555555555E8	1.5326123333333334E8	1.5366586555555555E8	4.811852255555556E8	5.206954444444445E7	5.646559E9	8.2625E7	5.4408E8	6.100870333333333E7	3.311177555555556E8
Fournierella	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella		1.04112025E7	7127000.0	3524880.0	395550.0	3540270.0	0.0	1.26604825E7	2126200.0	8414835.0	2066600.0	7404580.0	0.0	3.5933315E7	1377510.0	1.04192375E8	0.0	2.79596675E7	3006624.0	8974815.0	7568460.0
UBA11524	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-74	UBA11524		5.8192341666666664E7	2.47602E7	1.08760875E8	0.0	1.671847E7	5338700.0	1.0376443E8	1.54542E7	9.547157666666667E7	1.13222E7	5.41611E7	3396200.0	5.588045E7	3168300.0	1.84672E7	2129300.0	3.632653E7	6605100.0	4.9928353333333336E7	1728900.0
Bacillus	Genus	Bacteria		Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		1163750.0	0.0	0.0	2555750.0	3069200.0	0.0	0.0	0.0	0.0	1.615007E8	2224100.0	3469700.0	0.0	1.638015E7	706200.0	1.18785E7	0.0	7696400.0	923750.0	1667150.0
HGM11377	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-917	HGM11377		5025515.0	1814160.0	1.0371275E7	0.0	2414562.5	1833200.0	1.2341975E7	1.45952E7	9234875.0	0.0	2.0086105E7	0.0	2868995.0	4573300.0	1.77287E7	0.0	3858060.0	2480724.0	8960875.0	1.274136E7
Blautia	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia		2.616379304346919E9	9.360279002272727E8	1.7866771482467532E9	5.8526693E8	1.2543580063722944E9	2.8979462571428573E8	2.741586451487335E9	9.9679386E8	3.848416480926131E9	1.669092622E9	9.178175393181819E8	3.006889735952381E8	1.279528587462006E9	2.9981830071428573E8	6.393364797031409E8	3.632756958333333E8	6.808372128571428E8	2.540319285714286E8	4.386882636970158E9	2.963927038095238E8
HGM12587	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	HGM12587		8.68876675E7	5.86706875E7	8.827637E7	3.27291E7	6.5740815E7	5379700.0	1.10897235E8	1.05062E7	8.5388455E7	1446100.0	3.27434725E7	9622450.833333334	3.199796E7	1.471887E7	2.8459085E7	5.629518525E8	5.049059E7	2.638356E7	1.7439944666666666E8	3.3448036666666668E7
Anaerococcus	Genus	Bacteria		Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus		2493320.0	0.0	2142710.0	0.0	0.0	0.0	1.765195E7	0.0	3.119208E7	0.0	6.16083E7	0.0	8572720.0	0.0	1.995661E7	1724100.0	172060.0	0.0	9860670.0	0.0
RGIG4131	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	RGIG4131		1584800.0	4256800.0	7676400.0	9490800.0	677030.0	3511700.0	3712400.0	2126500.0	8475100.0	3780800.0	9161200.0	1729800.0	2376700.0	0.0	2.404155E7	0.0	577760.0	2827600.0	6657400.0	3529100.0
Faecenecus	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	Faecenecus		0.0	0.0	0.0	7108100.0	0.0	0.0	0.0	0.0	0.0	1.0825E8	0.0	880310.0	1105600.0	1809900.0	0.0	1576800.0	0.0	1.01118E8	0.0	802900.0
SFLA01	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	CAG-382	SFLA01		1.3313641057692307E8	1.784629E8	2.3367477115384614E8	7.296465E7	4.857470865384615E7	3.081281E7	1.20056925E8	1.373581E8	1.4302861923076922E8	0.0	3.8628075E7	3.3082E7	1.2896142884615384E8	1.920317E8	8.12716E7	1.89239E7	5.815825E7	6.534751E7	8.44359173076923E7	2.79994E8
Dermatophilus	Genus	Bacteria		Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Dermatophilus		3450853.333333333	0.0	5283900.0	0.0	1099800.0	3123350.0	2499050.0	0.0	4.54029E7	0.0	1.03082E8	2956366.6666666665	2.32129E7	0.0	2.1715913333333332E7	0.0	1073000.0	0.0	2296920.0	1429550.0
Bacteroides	Genus	Bacteria		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		1.8604490983116883E8	2.177207E8	5.226547615584416E8	4.40284E7	1.564752E8	1.832984E7	3.354448348051948E8	2.01246E8	3.6121348575757575E8	4.35657E7	2.4833751757575756E8	4.27443E7	1.971262409090909E8	1.5816085714285713E8	1.9545328142857143E8	5.03558E7	2.149317E8	4.571462E7	1.5343272571428573E8	5.42019E7
PeH17	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	CAG-138	PeH17		3.961204E7	2.988369E8	1.774569E8	2.885E7	4.81259E7	1.66525E7	4.48159E7	9.2892E7	3.36158E7	2.881E7	3.57848E7	5.0871E7	8.32068E7	6.8116E7	1.85112E7	5.3841E7	1.39559E7	1.89165E7	4.49206E7	9.92575E7
UBA3210	Genus	Bacteria		Firmicutes	Bacilli	RFN20	CAG-449	UBA3210		1.4233E7	0.0	0.0	0.0	1.1322E7	0.0	0.0	9529300.0	0.0	1.2153E7	6.4548E7	8863200.0	6.56918E7	2.2058E7	0.0	2.4196E7	0.0	1421300.0	2.50936E7	1.9995E7
Helicobacter_A	Genus	Bacteria		Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A		0.0	0.0	3223400.0	0.0	0.0	0.0	0.0	4565200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2501900.0	1.88645E7	0.0	0.0	0.0
UBA11774	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA11774		2.3000353019257337E8	5.320299636363637E7	1.9077419755744255E8	2.002844285714286E7	6.484079437662338E7	7119100.0	1.3835849790858075E8	1.0323074857142857E8	2.1138644216655684E8	2.639591E7	1.4261258206293705E8	6812448.384615385	1.2887120224222587E8	4.921532E7	1.2013107934416646E8	3.16318E7	8.568540752747253E7	1.9116585714285716E7	2.3571843913798967E8	3.239647E7
UMGS2016	Genus	Bacteria		Firmicutes	Bacilli	RF39	UBA660	UMGS2016		0.0	0.0	0.0	0.0	0.0	354710.0	0.0	0.0	0.0	1415700.0	0.0	0.0	0.0	0.0	4600860.0	0.0	0.0	0.0	8055100.0	0.0
UMGS775	Genus	Bacteria		Firmicutes_A	Clostridia	Christensenellales	Borkfalkiaceae	UMGS775		5562766.666666666	4.8588E7	1.4044886666666666E8	1.5771966666666668E7	1.599204E7	1102700.0	9811800.0	5.744E7	6958900.0	2136133.3333333335	2.1502966666666668E7	0.0	8782133.333333334	1.7181E7	1.8935666666666668E7	7194600.0	1.9389E7	1.24387E7	1.1100333333333332E7	1.8981266666666668E7
Eubacterium_T	Genus	Bacteria		Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_T		5274672.0	0.0	0.0	0.0	42606.0	0.0	43894.0	0.0	36324.0	0.0	53312.0	0.0	103302.0	0.0	0.0	0.0	0.0	0.0	6952262.0	0.0
Faecalicoccus	Genus	Bacteria		Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus		8.317087222222222E7	2.4666077777777776E7	7.08807688888889E7	733652.7777777778	9.608661344444444E8	9228058.888888888	5.240546555555555E7	4.8641677777777776E7	4.3298582222222224E7	8227955.555555556	6.356205555555556E7	3004203.3333333335	3.1525632222222224E7	5124168.888888888	1.2697234777777778E8	4047200.0	1.0998081666666666E8	6648566.666666667	1.0885646666666667E8	7976955.555555556
Eubacterium_R	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R		1.291616707392253E8	1.6017185E8	7.481179466666666E8	1.1175285E8	7.5667525E7	7.76028E7	1.5063680865248227E8	2.121053E8	2.2298790829787233E8	1.5234518333333334E8	1.2898273766666667E8	4.7322405E7	5.5409375957446806E7	5.0039225E7	5.410255968085106E7	2.29036E8	7.0492585E7	8.5514E7	1.0554941591380252E8	7.5990445E7
Anaerostipes	Genus	Bacteria		Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes		993595.8333333333	115969.44444444444	1794083.3333333335	0.0	429650.0	0.0	2821097.222222222	87897.22222222222	1010308.8888888889	0.0	4219817.222222222	37744.444444444445	1164901.1666666667	0.0	1569851.7222222222	57780.555555555555	1033892.4444444445	0.0	3985520.8333333335	160787.5
Evtepia	Genus	Bacteria		Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia		8.09742E7	2992633.3333333335	1.7556933333333332E7	2.49169E7	5091733.333333333	6837273.333333333	4.611281E7	3225800.0	7.92543E7	1.00906E7	2.086906E7	883886.6666666666	4.887E7	661630.0	5.7899266666666664E7	477666.6666666667	2.8887333333333332E7	2681800.0	6.6035666666666664E7	4070320.0
Megasphaera	Genus	Bacteria		Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera		9.945625872142856E8	3.96960107E9	6.436367116190476E9	2.5300419E9	4.1568155913333335E9	4.587557303333333E9	5.110153245E9	8.19908573E9	1.76461042E9	6.30674406E9	4.533514897142858E9	1.98270864E9	5.5318573975E9	3.900073715E9	5.823606644880952E9	3.9816299E9	3.7596873771428576E9	1.08196201E9	2.0466957069285712E9	2.9759603875E9
